Key: 1821 		 Value: 2
Key: db39 		 Value: 2
Key: 2ec0 		 Value: 2
Key: 31e9 		 Value: 3
Key: c80d 		 Value: 2
Key: 1025 		 Value: 1
Key: f4cb 		 Value: 1
Key: 4201 		 Value: 3
Key: a1a0 		 Value: 1
Key: 21e5 		 Value: 3
Key: 3945 		 Value: 3
Key: ccf7 		 Value: 2
Key: 1eee 		 Value: 3
Key: 6991 		 Value: 1
Key: 8b31 		 Value: 4
Key: fafa 		 Value: 3
Key: 9951 		 Value: 2
Key: 3cc9 		 Value: 2
Key: b9ef 		 Value: 3
Key: 429f 		 Value: 1
Key: 61a5 		 Value: 2
Key: be28 		 Value: 3
Key: 6c76 		 Value: 3
Key: 44a5 		 Value: 1
Key: 3266 		 Value: 3
Key: ca05 		 Value: 2
Key: fddf 		 Value: 5
Key: 67db 		 Value: 3
Key: ed56 		 Value: 2
Key: 3241 		 Value: 2
Key: 5085 		 Value: 3
Key: 930e 		 Value: 1
Key: 290d 		 Value: 1
Key: 6aad 		 Value: 4
Key: 01d5 		 Value: 2
Key: f016 		 Value: 1
Key: f2b3 		 Value: 2
Key: c308 		 Value: 2
Key: 31ec 		 Value: 2
Key: 0f44 		 Value: 1
Key: 9d43 		 Value: 1
Key: b0ab 		 Value: 2
Key: 8171 		 Value: 2
Key: d6b0 		 Value: 2
Key: 930b 		 Value: 2
Key: bc15 		 Value: 1
Key: adbb 		 Value: 2
Key: a6c3 		 Value: 2
Key: 4ccf 		 Value: 3
Key: 3147 		 Value: 1
Key: 6f58 		 Value: 1
Key: 2f5f 		 Value: 2
Key: cbba 		 Value: 1
Key: 33c7 		 Value: 2
Key: a923 		 Value: 3
Key: 07d6 		 Value: 1
Key: bf7a 		 Value: 3
Key: fe90 		 Value: 2
Key: 7808 		 Value: 1
Key: b996 		 Value: 2
Key: a58b 		 Value: 2
Key: f391 		 Value: 2
Key: d84e 		 Value: 3
Key: 01f4 		 Value: 1
Key: 803b 		 Value: 3
Key: e2d2 		 Value: 2
Key: 30c9 		 Value: 1
Key: 427b 		 Value: 1
Key: fa0e 		 Value: 2
Key: 47d3 		 Value: 3
Key: c12d 		 Value: 3
Key: 9426 		 Value: 2
Key: 81d1 		 Value: 3
Key: 7328 		 Value: 1
Key: 094b 		 Value: 2
Key: 2180 		 Value: 2
Key: 038a 		 Value: 2
Key: 1d77 		 Value: 1
Key: df7e 		 Value: 2
Key: 7df5 		 Value: 2
Key: 55c2 		 Value: 1
Key: 224f 		 Value: 3
Key: b53f 		 Value: 2
Key: 7844 		 Value: 1
Key: 43e2 		 Value: 1
Key: 44c2 		 Value: 2
Key: bef1 		 Value: 3
Key: 5d8a 		 Value: 2
Key: 8632 		 Value: 2
Key: 7437 		 Value: 3
Key: a459 		 Value: 4
Key: 58c9 		 Value: 3
Key: 6bf6 		 Value: 1
Key: 3a26 		 Value: 1
Key: 95d9 		 Value: 3
Key: 9804 		 Value: 2
Key: 2cf6 		 Value: 2
Key: b10d 		 Value: 1
Key: 2461 		 Value: 1
Key: 8d04 		 Value: 1
Key: 30a0 		 Value: 4
Key: 384f 		 Value: 3
Key: 2078 		 Value: 2
Key: 5556 		 Value: 3
Key: 2caa 		 Value: 2
Key: 6cc5 		 Value: 2
Key: 9f9a 		 Value: 1
Key: 8db8 		 Value: 1
Key: d678 		 Value: 3
Key: 5d9c 		 Value: 1
Key: 12be 		 Value: 4
Key: 8d19 		 Value: 3
Key: 5f72 		 Value: 2
Key: 866f 		 Value: 1
Key: 1014 		 Value: 2
Key: a4f7 		 Value: 3
Key: 8f1a 		 Value: 3
Key: 7a99 		 Value: 2
Key: 632f 		 Value: 2
Key: ad72 		 Value: 1
Key: f4a0 		 Value: 1
Key: 5e77 		 Value: 2
Key: eeea 		 Value: 3
Key: 2d16 		 Value: 3
Key: b50a 		 Value: 1
Key: e493 		 Value: 2
Key: 57b9 		 Value: 1
Key: aeb1 		 Value: 5
Key: 4318 		 Value: 3
Key: 019a 		 Value: 1
Key: d264 		 Value: 1
Key: 5f43 		 Value: 2
Key: b647 		 Value: 2
Key: 20bd 		 Value: 1
Key: 8ff1 		 Value: 1
Key: 3cf4 		 Value: 4
Key: 235d 		 Value: 1
Key: d151 		 Value: 1
Key: a205 		 Value: 1
Key: 5ae5 		 Value: 1
Key: 1e83 		 Value: 1
Key: 88c8 		 Value: 1
Key: 87ab 		 Value: 3
Key: c752 		 Value: 1
Key: 34ee 		 Value: 3
Key: 5f54 		 Value: 3
Key: a947 		 Value: 4
Key: 16ad 		 Value: 3
Key: f494 		 Value: 1
Key: f358 		 Value: 1
Key: 257a 		 Value: 1
Key: f0f8 		 Value: 1
Key: 9eb7 		 Value: 2
Key: 494e 		 Value: 2
Key: 9854 		 Value: 1
Key: 782a 		 Value: 4
Key: 8880 		 Value: 4
Key: 7a33 		 Value: 1
Key: cd37 		 Value: 2
Key: 0d55 		 Value: 1
Key: 12f0 		 Value: 1
Key: 60ea 		 Value: 1
Key: 7f02 		 Value: 3
Key: 74f4 		 Value: 2
Key: 2493 		 Value: 1
Key: 29ad 		 Value: 2
Key: 5bf9 		 Value: 1
Key: adc4 		 Value: 5
Key: f480 		 Value: 1
Key: 3738 		 Value: 2
Key: 6b8c 		 Value: 2
Key: 7c5f 		 Value: 3
Key: 4e53 		 Value: 2
Key: 753e 		 Value: 1
Key: c0f7 		 Value: 1
Key: 88e6 		 Value: 1
Key: d8e5 		 Value: 2
Key: 09be 		 Value: 1
Key: 23e4 		 Value: 2
Key: b733 		 Value: 3
Key: e3e6 		 Value: 2
Key: 706e 		 Value: 1
Key: d434 		 Value: 2
Key: f944 		 Value: 2
Key: c8c0 		 Value: 2
Key: c029 		 Value: 2
Key: a716 		 Value: 3
Key: f291 		 Value: 2
Key: 3ecb 		 Value: 1
Key: 1813 		 Value: 1
Key: 4162 		 Value: 3
Key: d0ee 		 Value: 2
Key: c105 		 Value: 2
Key: 8cc1 		 Value: 2
Key: 84ac 		 Value: 3
Key: c39d 		 Value: 1
Key: 7e20 		 Value: 2
Key: 0e86 		 Value: 1
Key: d5d6 		 Value: 1
Key: 6aa6 		 Value: 4
Key: 29bd 		 Value: 1
Key: d711 		 Value: 2
Key: 456f 		 Value: 2
Key: 8b53 		 Value: 2
Key: f92b 		 Value: 3
Key: 4932 		 Value: 1
Key: c5a5 		 Value: 3
Key: 92cc 		 Value: 1
Key: d48f 		 Value: 2
Key: b6ed 		 Value: 2
Key: 0921 		 Value: 1
Key: 811f 		 Value: 2
Key: 99a0 		 Value: 1
Key: 416d 		 Value: 1
Key: ce1d 		 Value: 4
Key: 64b5 		 Value: 1
Key: 12de 		 Value: 3
Key: 25f8 		 Value: 2
Key: 3d85 		 Value: 1
Key: c935 		 Value: 1
Key: 713d 		 Value: 2
Key: 5390 		 Value: 2
Key: 2ca0 		 Value: 2
Key: fcf4 		 Value: 2
Key: 3c6e 		 Value: 4
Key: 6819 		 Value: 2
Key: 0790 		 Value: 1
Key: e5f9 		 Value: 3
Key: 5478 		 Value: 3
Key: 140b 		 Value: 3
Key: bb38 		 Value: 1
Key: 7355 		 Value: 1
Key: 92a8 		 Value: 1
Key: fc30 		 Value: 5
Key: 3146 		 Value: 4
Key: 3c9d 		 Value: 3
Key: 5558 		 Value: 1
Key: 523d 		 Value: 1
Key: 7395 		 Value: 2
Key: a336 		 Value: 2
Key: 3031 		 Value: 1
Key: 249f 		 Value: 2
Key: 16b0 		 Value: 2
Key: 35bc 		 Value: 2
Key: bde9 		 Value: 2
Key: f3ed 		 Value: 2
Key: 858e 		 Value: 3
Key: 1d1a 		 Value: 1
Key: e97d 		 Value: 2
Key: dbd4 		 Value: 3
Key: 59fb 		 Value: 1
Key: 96bb 		 Value: 1
Key: 2993 		 Value: 1
Key: 4825 		 Value: 2
Key: 5dc0 		 Value: 2
Key: 82a3 		 Value: 3
Key: ec1c 		 Value: 3
Key: d695 		 Value: 3
Key: ba9a 		 Value: 3
Key: 02ce 		 Value: 1
Key: 02ec 		 Value: 2
Key: 8a2e 		 Value: 1
Key: 552f 		 Value: 2
Key: e349 		 Value: 2
Key: 9469 		 Value: 2
Key: 4dfa 		 Value: 3
Key: f930 		 Value: 1
Key: 616b 		 Value: 2
Key: 1fc2 		 Value: 2
Key: f99a 		 Value: 1
Key: 39f4 		 Value: 3
Key: ae95 		 Value: 2
Key: 3f3a 		 Value: 2
Key: 8b38 		 Value: 3
Key: cea0 		 Value: 1
Key: e36a 		 Value: 3
Key: e99d 		 Value: 2
Key: b820 		 Value: 1
Key: cba5 		 Value: 3
Key: bd11 		 Value: 3
Key: 94e3 		 Value: 2
Key: ce54 		 Value: 2
Key: 96ba 		 Value: 1
Key: 7245 		 Value: 1
Key: 0258 		 Value: 2
Key: b5d7 		 Value: 2
Key: 2fd8 		 Value: 1
Key: a6f4 		 Value: 2
Key: 1fde 		 Value: 2
Key: c580 		 Value: 2
Key: e706 		 Value: 1
Key: 7e2d 		 Value: 1
Key: 5b5d 		 Value: 2
Key: f3e0 		 Value: 1
Key: 4747 		 Value: 3
Key: 7c6c 		 Value: 2
Key: f364 		 Value: 4
Key: 714f 		 Value: 1
Key: dd7a 		 Value: 3
Key: 8195 		 Value: 2
Key: bc21 		 Value: 1
Key: 5c87 		 Value: 1
Key: 6a17 		 Value: 2
Key: 9b90 		 Value: 1
Key: f498 		 Value: 2
Key: f36c 		 Value: 1
Key: b90c 		 Value: 2
Key: 6775 		 Value: 2
Key: 76df 		 Value: 1
Key: 0456 		 Value: 3
Key: eb3b 		 Value: 1
Key: eca2 		 Value: 3
Key: ef1f 		 Value: 1
Key: 9bbf 		 Value: 1
Key: 232d 		 Value: 1
Key: f63d 		 Value: 2
Key: fa66 		 Value: 2
Key: 28d3 		 Value: 4
Key: a67b 		 Value: 2
Key: 7059 		 Value: 1
Key: 5599 		 Value: 1
Key: 0ad2 		 Value: 1
Key: e0fa 		 Value: 5
Key: 99e0 		 Value: 1
Key: b017 		 Value: 3
Key: 70e0 		 Value: 1
Key: df41 		 Value: 2
Key: cd05 		 Value: 2
Key: 3eec 		 Value: 1
Key: 9251 		 Value: 3
Key: d191 		 Value: 1
Key: 9f79 		 Value: 3
Key: c7b7 		 Value: 1
Key: 12da 		 Value: 3
Key: 4395 		 Value: 1
Key: c48e 		 Value: 1
Key: 7e53 		 Value: 2
Key: a212 		 Value: 1
Key: 4a6e 		 Value: 4
Key: 30c7 		 Value: 3
Key: 440e 		 Value: 1
Key: 2b68 		 Value: 4
Key: 387d 		 Value: 2
Key: ab13 		 Value: 1
Key: a8ed 		 Value: 1
Key: 650e 		 Value: 3
Key: 5ec3 		 Value: 2
Key: d455 		 Value: 2
Key: 296a 		 Value: 3
Key: 5f4e 		 Value: 3
Key: f409 		 Value: 1
Key: 9eca 		 Value: 2
Key: 2c98 		 Value: 2
Key: 0c9c 		 Value: 2
Key: 09dc 		 Value: 3
Key: 9000 		 Value: 4
Key: 6ba7 		 Value: 2
Key: 0473 		 Value: 3
Key: 2fba 		 Value: 3
Key: ef0b 		 Value: 1
Key: 7907 		 Value: 2
Key: 3229 		 Value: 1
Key: a05e 		 Value: 1
Key: d6ad 		 Value: 2
Key: 80b2 		 Value: 2
Key: 59da 		 Value: 2
Key: 5db4 		 Value: 1
Key: 90cd 		 Value: 2
Key: 09a7 		 Value: 3
Key: 5c98 		 Value: 2
Key: ccb4 		 Value: 1
Key: ca08 		 Value: 3
Key: fc9c 		 Value: 3
Key: 69ee 		 Value: 2
Key: 7228 		 Value: 3
Key: 6902 		 Value: 1
Key: a932 		 Value: 2
Key: 7b49 		 Value: 4
Key: ffc3 		 Value: 2
Key: 071e 		 Value: 2
Key: 9763 		 Value: 2
Key: 2c93 		 Value: 1
Key: c16f 		 Value: 3
Key: f96b 		 Value: 3
Key: 1332 		 Value: 5
Key: d57f 		 Value: 2
Key: f3b4 		 Value: 1
Key: bebe 		 Value: 1
Key: 6661 		 Value: 3
Key: ee14 		 Value: 1
Key: f8bb 		 Value: 4
Key: f24c 		 Value: 2
Key: 844e 		 Value: 1
Key: f086 		 Value: 2
Key: f186 		 Value: 2
Key: 72ee 		 Value: 1
Key: d830 		 Value: 3
Key: f671 		 Value: 5
Key: 360b 		 Value: 1
Key: c120 		 Value: 2
Key: fb13 		 Value: 1
Key: 172c 		 Value: 1
Key: 9c5a 		 Value: 2
Key: 7180 		 Value: 3
Key: 2016 		 Value: 3
Key: d4b6 		 Value: 3
Key: 2890 		 Value: 5
Key: 6b06 		 Value: 1
Key: 7332 		 Value: 3
Key: ebab 		 Value: 3
Key: c0ef 		 Value: 4
Key: 1bbf 		 Value: 2
Key: bd07 		 Value: 1
Key: 54b1 		 Value: 4
Key: a70f 		 Value: 3
Key: 6403 		 Value: 2
Key: 684a 		 Value: 3
Key: 4ac9 		 Value: 3
Key: ab97 		 Value: 2
Key: e9d8 		 Value: 2
Key: c89a 		 Value: 1
Key: a8eb 		 Value: 1
Key: 88c7 		 Value: 1
Key: 4d25 		 Value: 1
Key: a2f0 		 Value: 2
Key: 1880 		 Value: 1
Key: 1750 		 Value: 3
Key: 73e1 		 Value: 2
Key: 25f9 		 Value: 2
Key: a518 		 Value: 1
Key: ce2d 		 Value: 3
Key: 605f 		 Value: 1
Key: 6329 		 Value: 1
Key: 4e37 		 Value: 2
Key: 9661 		 Value: 3
Key: 83c7 		 Value: 3
Key: f59d 		 Value: 2
Key: 525a 		 Value: 2
Key: a736 		 Value: 2
Key: f027 		 Value: 2
Key: 1a75 		 Value: 2
Key: e3f3 		 Value: 1
Key: 0679 		 Value: 1
Key: c3e7 		 Value: 2
Key: c8a0 		 Value: 3
Key: ef3e 		 Value: 1
Key: 800b 		 Value: 4
Key: fc33 		 Value: 4
Key: 71dc 		 Value: 2
Key: 892c 		 Value: 2
Key: 0ccb 		 Value: 1
Key: 54f6 		 Value: 2
Key: 9fa9 		 Value: 2
Key: 0dcf 		 Value: 3
Key: 1a44 		 Value: 4
Key: 4bf2 		 Value: 1
Key: 9ae1 		 Value: 1
Key: 81b4 		 Value: 2
Key: 6c17 		 Value: 2
Key: e292 		 Value: 2
Key: e86c 		 Value: 2
Key: 9ef9 		 Value: 1
Key: 040f 		 Value: 2
Key: 9e87 		 Value: 2
Key: 1b46 		 Value: 1
Key: bcbc 		 Value: 1
Key: e4f2 		 Value: 2
Key: b63a 		 Value: 2
Key: 5a04 		 Value: 1
Key: 4f92 		 Value: 1
Key: aecf 		 Value: 1
Key: 4f8e 		 Value: 3
Key: ebc4 		 Value: 3
Key: bc9b 		 Value: 2
Key: 40a9 		 Value: 4
Key: b3ad 		 Value: 1
Key: 1007 		 Value: 2
Key: ce1e 		 Value: 2
Key: 75fd 		 Value: 1
Key: 2e0f 		 Value: 1
Key: 10d2 		 Value: 2
Key: e1f3 		 Value: 2
Key: c6a6 		 Value: 2
Key: 067b 		 Value: 2
Key: 1ac4 		 Value: 2
Key: 750f 		 Value: 1
Key: 1ca5 		 Value: 2
Key: 1a71 		 Value: 2
Key: e1c2 		 Value: 1
Key: 5060 		 Value: 1
Key: 889c 		 Value: 4
Key: b56d 		 Value: 1
Key: 6349 		 Value: 2
Key: 3efe 		 Value: 1
Key: 5576 		 Value: 2
Key: 1f04 		 Value: 4
Key: 4f74 		 Value: 1
Key: 162b 		 Value: 2
Key: 38e0 		 Value: 1
Key: 8379 		 Value: 2
Key: ef7a 		 Value: 1
Key: c93a 		 Value: 2
Key: 56df 		 Value: 3
Key: 860c 		 Value: 1
Key: 2c77 		 Value: 2
Key: 774d 		 Value: 3
Key: 31fe 		 Value: 2
Key: 25e8 		 Value: 2
Key: 279d 		 Value: 1
Key: abe1 		 Value: 1
Key: 9bff 		 Value: 3
Key: 128b 		 Value: 3
Key: e130 		 Value: 2
Key: 37f6 		 Value: 2
Key: bb1b 		 Value: 3
Key: 39bd 		 Value: 2
Key: d98b 		 Value: 3
Key: 0037 		 Value: 1
Key: 5d83 		 Value: 2
Key: bb25 		 Value: 3
Key: 7b6f 		 Value: 2
Key: 2bae 		 Value: 1
Key: db35 		 Value: 3
Key: 917e 		 Value: 2
Key: aa5d 		 Value: 2
Key: 1c6f 		 Value: 1
Key: 1017 		 Value: 2
Key: fdfa 		 Value: 2
Key: e7d5 		 Value: 1
Key: 65a8 		 Value: 2
Key: 3f13 		 Value: 1
Key: 7771 		 Value: 1
Key: d8cc 		 Value: 2
Key: 45b8 		 Value: 2
Key: 44d9 		 Value: 2
Key: 7d5d 		 Value: 2
Key: 306d 		 Value: 3
Key: bcea 		 Value: 2
Key: d7ad 		 Value: 2
Key: a2fd 		 Value: 2
Key: b0d8 		 Value: 1
Key: 5d88 		 Value: 3
Key: e792 		 Value: 2
Key: 847d 		 Value: 1
Key: bf30 		 Value: 1
Key: dc7c 		 Value: 1
Key: e9d1 		 Value: 3
Key: 030b 		 Value: 2
Key: 0d26 		 Value: 1
Key: f2e1 		 Value: 2
Key: 1809 		 Value: 2
Key: 3297 		 Value: 2
Key: bac9 		 Value: 3
Key: f5e7 		 Value: 2
Key: e133 		 Value: 4
Key: 5de0 		 Value: 1
Key: 9954 		 Value: 1
Key: 3605 		 Value: 4
Key: 4369 		 Value: 2
Key: 5172 		 Value: 3
Key: 7dfe 		 Value: 1
Key: 10d9 		 Value: 1
Key: 5424 		 Value: 1
Key: 1fcb 		 Value: 2
Key: 0415 		 Value: 3
Key: 43c7 		 Value: 2
Key: 8038 		 Value: 1
Key: 8c9b 		 Value: 2
Key: ec93 		 Value: 1
Key: 273d 		 Value: 2
Key: 768e 		 Value: 3
Key: 8ef9 		 Value: 1
Key: 4d09 		 Value: 3
Key: 10fc 		 Value: 1
Key: f50e 		 Value: 2
Key: a322 		 Value: 4
Key: 2670 		 Value: 1
Key: 4dd8 		 Value: 2
Key: 4368 		 Value: 1
Key: e114 		 Value: 2
Key: 12d2 		 Value: 1
Key: 1a58 		 Value: 2
Key: 2d5e 		 Value: 3
Key: 0559 		 Value: 2
Key: 7f23 		 Value: 2
Key: 4aec 		 Value: 2
Key: 048b 		 Value: 1
Key: df3b 		 Value: 1
Key: 348d 		 Value: 1
Key: ca59 		 Value: 2
Key: efe1 		 Value: 2
Key: 1350 		 Value: 1
Key: 8d3f 		 Value: 3
Key: cc36 		 Value: 2
Key: e009 		 Value: 1
Key: 5f2f 		 Value: 2
Key: ad06 		 Value: 3
Key: eb65 		 Value: 2
Key: 57ce 		 Value: 2
Key: 3a94 		 Value: 4
Key: 138b 		 Value: 1
Key: 7eb1 		 Value: 3
Key: 7fed 		 Value: 2
Key: bf60 		 Value: 2
Key: a711 		 Value: 1
Key: 9160 		 Value: 2
Key: 2f9f 		 Value: 1
Key: 2370 		 Value: 3
Key: ca32 		 Value: 2
Key: 2b26 		 Value: 2
Key: 98f2 		 Value: 3
Key: d710 		 Value: 2
Key: dd6b 		 Value: 1
Key: ed04 		 Value: 1
Key: 8dc6 		 Value: 1
Key: 8619 		 Value: 1
Key: 87c4 		 Value: 3
Key: 0a65 		 Value: 2
Key: 3b9a 		 Value: 1
Key: 22be 		 Value: 1
Key: e1aa 		 Value: 2
Key: 2159 		 Value: 1
Key: c852 		 Value: 2
Key: cf04 		 Value: 3
Key: 9388 		 Value: 1
Key: b497 		 Value: 2
Key: 023d 		 Value: 4
Key: 9f40 		 Value: 1
Key: 0a19 		 Value: 1
Key: 33df 		 Value: 3
Key: 3586 		 Value: 2
Key: 97e0 		 Value: 2
Key: d622 		 Value: 2
Key: f0af 		 Value: 4
Key: e6e3 		 Value: 4
Key: de00 		 Value: 2
Key: 7a15 		 Value: 2
Key: 7c09 		 Value: 2
Key: c02c 		 Value: 2
Key: c014 		 Value: 2
Key: e01a 		 Value: 1
Key: ba22 		 Value: 1
Key: 0bfb 		 Value: 2
Key: 086a 		 Value: 1
Key: 1f01 		 Value: 2
Key: 75bb 		 Value: 4
Key: 8d1c 		 Value: 1
Key: c770 		 Value: 1
Key: 1e25 		 Value: 1
Key: fa49 		 Value: 2
Key: 135d 		 Value: 3
Key: 3517 		 Value: 2
Key: 377b 		 Value: 3
Key: 5f30 		 Value: 1
Key: 98a9 		 Value: 1
Key: 643e 		 Value: 2
Key: 9ab9 		 Value: 4
Key: f796 		 Value: 1
Key: 5f7c 		 Value: 3
Key: b2a2 		 Value: 1
Key: 9350 		 Value: 2
Key: 9548 		 Value: 2
Key: 96f3 		 Value: 1
Key: 5147 		 Value: 3
Key: 40b2 		 Value: 3
Key: 5ae8 		 Value: 1
Key: e732 		 Value: 1
Key: 570e 		 Value: 2
Key: 9e9b 		 Value: 3
Key: e4a5 		 Value: 1
Key: ddb9 		 Value: 2
Key: d248 		 Value: 2
Key: 0a1b 		 Value: 3
Key: 4596 		 Value: 1
Key: b108 		 Value: 6
Key: e749 		 Value: 2
Key: fa28 		 Value: 2
Key: ba1e 		 Value: 1
Key: 8f89 		 Value: 3
Key: 7ece 		 Value: 1
Key: 7f43 		 Value: 1
Key: 1575 		 Value: 5
Key: d3bb 		 Value: 1
Key: 1eb6 		 Value: 1
Key: 4a62 		 Value: 2
Key: f9d6 		 Value: 1
Key: 1bac 		 Value: 5
Key: fb59 		 Value: 3
Key: 694d 		 Value: 1
Key: 530c 		 Value: 3
Key: d54c 		 Value: 4
Key: c7e3 		 Value: 3
Key: ba7f 		 Value: 2
Key: 0d9c 		 Value: 2
Key: b898 		 Value: 1
Key: 6002 		 Value: 3
Key: 0322 		 Value: 2
Key: 7c7d 		 Value: 1
Key: b19b 		 Value: 2
Key: 02f6 		 Value: 2
Key: bcfa 		 Value: 2
Key: 2782 		 Value: 2
Key: 015b 		 Value: 1
Key: 6102 		 Value: 3
Key: fcd0 		 Value: 2
Key: 91aa 		 Value: 1
Key: ec56 		 Value: 1
Key: dd42 		 Value: 2
Key: 195a 		 Value: 2
Key: 2397 		 Value: 2
Key: 5090 		 Value: 1
Key: 08d7 		 Value: 3
Key: a9a8 		 Value: 1
Key: 7b6e 		 Value: 1
Key: 77a3 		 Value: 3
Key: a7a8 		 Value: 2
Key: 75a3 		 Value: 1
Key: 867e 		 Value: 2
Key: 2212 		 Value: 1
Key: 5f4f 		 Value: 2
Key: 849c 		 Value: 3
Key: b589 		 Value: 1
Key: a548 		 Value: 2
Key: ce7d 		 Value: 1
Key: 740c 		 Value: 2
Key: 030e 		 Value: 2
Key: 97a2 		 Value: 1
Key: 0bc4 		 Value: 2
Key: e83b 		 Value: 3
Key: 8791 		 Value: 1
Key: 3588 		 Value: 2
Key: 5e44 		 Value: 3
Key: 68c2 		 Value: 3
Key: 7331 		 Value: 1
Key: 7f01 		 Value: 2
Key: d5c5 		 Value: 2
Key: a67d 		 Value: 3
Key: e59d 		 Value: 2
Key: e99e 		 Value: 3
Key: b600 		 Value: 1
Key: f8b5 		 Value: 2
Key: a73e 		 Value: 2
Key: 5461 		 Value: 2
Key: 32e0 		 Value: 1
Key: bb89 		 Value: 1
Key: 51dc 		 Value: 2
Key: 788a 		 Value: 2
Key: 7525 		 Value: 1
Key: 08d9 		 Value: 1
Key: ce93 		 Value: 2
Key: 2afa 		 Value: 2
Key: 3402 		 Value: 1
Key: 12b6 		 Value: 3
Key: 22e7 		 Value: 3
Key: 4a63 		 Value: 1
Key: 419b 		 Value: 2
Key: 188a 		 Value: 2
Key: eb7d 		 Value: 2
Key: 2e52 		 Value: 1
Key: eed6 		 Value: 2
Key: eaff 		 Value: 2
Key: 9e56 		 Value: 3
Key: 8ac2 		 Value: 2
Key: 2fb2 		 Value: 2
Key: 134e 		 Value: 1
Key: 05aa 		 Value: 1
Key: bbd0 		 Value: 1
Key: 88df 		 Value: 2
Key: efbd 		 Value: 1
Key: ed51 		 Value: 3
Key: ca51 		 Value: 2
Key: 49f2 		 Value: 1
Key: b238 		 Value: 1
Key: 16d0 		 Value: 1
Key: 528e 		 Value: 3
Key: 11d4 		 Value: 2
Key: 91ff 		 Value: 1
Key: 590e 		 Value: 2
Key: 6068 		 Value: 1
Key: 4684 		 Value: 4
Key: 27fe 		 Value: 1
Key: 0b3e 		 Value: 1
Key: fe87 		 Value: 4
Key: e46e 		 Value: 1
Key: 9a3b 		 Value: 2
Key: dde7 		 Value: 2
Key: 9797 		 Value: 1
Key: 8f60 		 Value: 3
Key: 1eb1 		 Value: 2
Key: 9ebc 		 Value: 1
Key: d1e6 		 Value: 2
Key: 9e6c 		 Value: 1
Key: 1d41 		 Value: 2
Key: bf91 		 Value: 1
Key: 2962 		 Value: 1
Key: ca1d 		 Value: 2
Key: 7801 		 Value: 4
Key: 765a 		 Value: 2
Key: aa57 		 Value: 2
Key: 0bca 		 Value: 2
Key: ab8f 		 Value: 1
Key: 5995 		 Value: 1
Key: f995 		 Value: 2
Key: b74c 		 Value: 1
Key: f22c 		 Value: 1
Key: 3b24 		 Value: 3
Key: b5f3 		 Value: 5
Key: 5fe5 		 Value: 1
Key: ebe0 		 Value: 3
Key: 0e68 		 Value: 1
Key: 55e3 		 Value: 1
Key: cd51 		 Value: 2
Key: e688 		 Value: 2
Key: af32 		 Value: 1
Key: d101 		 Value: 2
Key: d96f 		 Value: 1
Key: 1170 		 Value: 2
Key: 6c1d 		 Value: 2
Key: c56b 		 Value: 2
Key: ee7b 		 Value: 2
Key: c680 		 Value: 2
Key: f84c 		 Value: 1
Key: 15da 		 Value: 4
Key: bcc5 		 Value: 1
Key: 34f2 		 Value: 3
Key: d78a 		 Value: 4
Key: 62e1 		 Value: 2
Key: 6af1 		 Value: 2
Key: 9b6c 		 Value: 2
Key: 71e5 		 Value: 3
Key: d9f4 		 Value: 1
Key: a88f 		 Value: 1
Key: 37e8 		 Value: 2
Key: 8a09 		 Value: 2
Key: a1e6 		 Value: 2
Key: 5e88 		 Value: 1
Key: bfa3 		 Value: 2
Key: c637 		 Value: 2
Key: 9593 		 Value: 2
Key: 60fa 		 Value: 2
Key: 3487 		 Value: 1
Key: ddd2 		 Value: 1
Key: 84fc 		 Value: 1
Key: 9b7f 		 Value: 1
Key: fbbb 		 Value: 2
Key: 5a6c 		 Value: 2
Key: 361f 		 Value: 2
Key: 6da0 		 Value: 1
Key: 92db 		 Value: 1
Key: 32f3 		 Value: 4
Key: f1f3 		 Value: 2
Key: 2056 		 Value: 3
Key: 10db 		 Value: 1
Key: 9d28 		 Value: 2
Key: cbaf 		 Value: 2
Key: 4379 		 Value: 1
Key: 2df4 		 Value: 2
Key: 4e38 		 Value: 1
Key: b438 		 Value: 2
Key: 79f6 		 Value: 3
Key: 2e45 		 Value: 2
Key: 969b 		 Value: 2
Key: d30a 		 Value: 2
Key: 8d84 		 Value: 2
Key: 8667 		 Value: 4
Key: c5b8 		 Value: 4
Key: ebec 		 Value: 2
Key: 7c65 		 Value: 2
Key: f228 		 Value: 2
Key: 4042 		 Value: 3
Key: bab0 		 Value: 1
Key: 37e5 		 Value: 2
Key: 9687 		 Value: 1
Key: 8f0a 		 Value: 1
Key: 11cc 		 Value: 2
Key: d722 		 Value: 2
Key: ab85 		 Value: 2
Key: 5423 		 Value: 3
Key: 5d40 		 Value: 1
Key: 6153 		 Value: 3
Key: 54f1 		 Value: 1
Key: 5eea 		 Value: 4
Key: a1e2 		 Value: 1
Key: ca89 		 Value: 3
Key: 56aa 		 Value: 3
Key: bc8b 		 Value: 1
Key: a837 		 Value: 1
Key: 4ab5 		 Value: 1
Key: bab6 		 Value: 2
Key: b3f0 		 Value: 3
Key: bc61 		 Value: 1
Key: e759 		 Value: 3
Key: 5230 		 Value: 1
Key: 58a6 		 Value: 1
Key: 5065 		 Value: 2
Key: 8fd4 		 Value: 1
Key: 68d4 		 Value: 2
Key: e248 		 Value: 1
Key: 8926 		 Value: 1
Key: 5f5e 		 Value: 2
Key: 12ea 		 Value: 1
Key: 8e65 		 Value: 1
Key: 9888 		 Value: 1
