Key: 7b7 		 Value: 25
Key: f74 		 Value: 24
Key: 016 		 Value: 30
Key: 806 		 Value: 23
Key: 7d1 		 Value: 18
Key: a89 		 Value: 27
Key: 0fa 		 Value: 21
Key: e49 		 Value: 25
Key: 85c 		 Value: 27
Key: db2 		 Value: 25
Key: 4d0 		 Value: 27
Key: ed7 		 Value: 25
Key: c21 		 Value: 32
Key: 6fb 		 Value: 34
Key: 8f1 		 Value: 25
Key: 14f 		 Value: 21
Key: 815 		 Value: 26
Key: 134 		 Value: 43
Key: 38c 		 Value: 32
Key: 85a 		 Value: 17
Key: 532 		 Value: 18
Key: 4dd 		 Value: 26
Key: 826 		 Value: 29
Key: 9b2 		 Value: 25
Key: 8b5 		 Value: 21
Key: 1d7 		 Value: 37
Key: 479 		 Value: 24
Key: 3bf 		 Value: 25
Key: e63 		 Value: 21
Key: 030 		 Value: 18
Key: 2b0 		 Value: 29
Key: 433 		 Value: 20
Key: d81 		 Value: 22
Key: 964 		 Value: 32
Key: b04 		 Value: 32
Key: 0b8 		 Value: 21
Key: 12b 		 Value: 20
Key: f15 		 Value: 19
Key: e31 		 Value: 27
Key: b27 		 Value: 24
Key: f4b 		 Value: 22
Key: 7ea 		 Value: 27
Key: 790 		 Value: 38
Key: a2b 		 Value: 29
Key: 3ef 		 Value: 26
Key: bc7 		 Value: 12
Key: ca4 		 Value: 19
Key: d19 		 Value: 27
Key: 005 		 Value: 16
Key: 022 		 Value: 27
Key: ea5 		 Value: 34
Key: d98 		 Value: 22
Key: 35e 		 Value: 26
Key: 98a 		 Value: 27
Key: 794 		 Value: 26
Key: eaf 		 Value: 22
Key: 2fe 		 Value: 14
Key: cc7 		 Value: 17
Key: 6e7 		 Value: 20
Key: 1fa 		 Value: 22
Key: 8d3 		 Value: 32
Key: 530 		 Value: 27
Key: 22b 		 Value: 30
Key: 2b3 		 Value: 25
Key: f2b 		 Value: 30
Key: bc5 		 Value: 25
Key: 0f4 		 Value: 22
Key: 08b 		 Value: 30
Key: 309 		 Value: 32
Key: f7f 		 Value: 31
Key: 77d 		 Value: 26
Key: 09b 		 Value: 20
Key: cf5 		 Value: 24
Key: 3fc 		 Value: 27
Key: 6cc 		 Value: 33
Key: b9c 		 Value: 20
Key: 097 		 Value: 23
Key: 4d6 		 Value: 28
Key: 952 		 Value: 25
Key: 7c8 		 Value: 29
Key: c3c 		 Value: 24
Key: 4be 		 Value: 33
Key: a69 		 Value: 21
Key: 0e4 		 Value: 19
Key: fdf 		 Value: 30
Key: 3f2 		 Value: 26
Key: f93 		 Value: 24
Key: ffe 		 Value: 25
Key: bfa 		 Value: 27
Key: 654 		 Value: 28
Key: 7ac 		 Value: 31
Key: bd3 		 Value: 25
Key: f75 		 Value: 21
Key: 068 		 Value: 23
Key: 664 		 Value: 23
Key: 76d 		 Value: 23
Key: 354 		 Value: 23
Key: edd 		 Value: 20
Key: 10f 		 Value: 37
Key: dfb 		 Value: 24
Key: b0b 		 Value: 34
Key: 201 		 Value: 17
Key: ae3 		 Value: 24
Key: aa6 		 Value: 29
Key: c56 		 Value: 25
Key: 869 		 Value: 22
Key: 6fa 		 Value: 23
Key: 8c3 		 Value: 28
Key: bf4 		 Value: 33
Key: d37 		 Value: 29
Key: 5ac 		 Value: 25
Key: 615 		 Value: 19
Key: 5ea 		 Value: 28
Key: c80 		 Value: 29
Key: de9 		 Value: 26
Key: b96 		 Value: 27
Key: 07d 		 Value: 25
Key: 170 		 Value: 23
Key: 251 		 Value: 36
Key: 7a4 		 Value: 18
Key: 2cf 		 Value: 22
Key: fc9 		 Value: 23
Key: 473 		 Value: 25
Key: b5a 		 Value: 28
Key: 4e5 		 Value: 22
Key: fec 		 Value: 24
Key: 0a3 		 Value: 35
Key: 57a 		 Value: 23
Key: 35f 		 Value: 20
Key: 5eb 		 Value: 24
Key: 447 		 Value: 32
Key: 9f9 		 Value: 19
Key: 7c9 		 Value: 27
Key: 065 		 Value: 16
Key: bd2 		 Value: 30
Key: 6b9 		 Value: 17
Key: 0d0 		 Value: 19
Key: 9fd 		 Value: 24
Key: 01d 		 Value: 31
Key: 31e 		 Value: 21
Key: b9e 		 Value: 21
Key: 724 		 Value: 18
Key: 955 		 Value: 31
Key: fa5 		 Value: 24
Key: 6f3 		 Value: 21
Key: 8b9 		 Value: 22
Key: 2a5 		 Value: 23
Key: 369 		 Value: 24
Key: 6b2 		 Value: 24
Key: aa9 		 Value: 21
Key: fc1 		 Value: 30
Key: 963 		 Value: 19
Key: 61f 		 Value: 18
Key: a0e 		 Value: 31
Key: 5c4 		 Value: 29
Key: f55 		 Value: 22
Key: f02 		 Value: 19
Key: b2c 		 Value: 29
Key: b83 		 Value: 27
Key: e16 		 Value: 36
Key: 8c0 		 Value: 27
Key: 6ad 		 Value: 29
Key: 9ac 		 Value: 22
Key: a87 		 Value: 29
Key: 208 		 Value: 28
Key: 076 		 Value: 16
Key: 280 		 Value: 30
Key: 61d 		 Value: 13
Key: 62f 		 Value: 26
Key: dbf 		 Value: 26
Key: b5b 		 Value: 22
Key: 8ac 		 Value: 22
Key: f70 		 Value: 22
Key: f35 		 Value: 18
Key: 69f 		 Value: 12
Key: 353 		 Value: 28
Key: 34d 		 Value: 31
Key: 27e 		 Value: 25
Key: d20 		 Value: 30
Key: 1c8 		 Value: 21
Key: 484 		 Value: 30
Key: 2d7 		 Value: 28
Key: bb4 		 Value: 25
Key: ae4 		 Value: 25
Key: 607 		 Value: 14
Key: 120 		 Value: 30
Key: 5ad 		 Value: 24
Key: 0bf 		 Value: 20
Key: 779 		 Value: 32
Key: a06 		 Value: 22
Key: e8f 		 Value: 19
Key: 5b7 		 Value: 23
Key: 245 		 Value: 21
Key: 2ad 		 Value: 17
Key: 9f5 		 Value: 18
Key: 40f 		 Value: 23
Key: 987 		 Value: 29
Key: e8b 		 Value: 18
Key: 99c 		 Value: 25
Key: 518 		 Value: 24
Key: 58a 		 Value: 25
Key: 5fb 		 Value: 25
Key: 94d 		 Value: 23
Key: 585 		 Value: 28
Key: 907 		 Value: 31
Key: 9df 		 Value: 22
Key: 57c 		 Value: 30
Key: bdc 		 Value: 30
Key: 848 		 Value: 36
Key: 5f9 		 Value: 22
Key: 242 		 Value: 22
Key: d48 		 Value: 25
Key: e35 		 Value: 19
Key: b63 		 Value: 23
Key: 41e 		 Value: 35
Key: 85e 		 Value: 31
Key: 86d 		 Value: 30
Key: a2c 		 Value: 22
Key: 099 		 Value: 23
Key: 922 		 Value: 32
Key: 02e 		 Value: 24
Key: aea 		 Value: 26
Key: 959 		 Value: 17
Key: e5e 		 Value: 29
Key: 932 		 Value: 24
Key: 095 		 Value: 30
Key: 6bb 		 Value: 29
Key: 77e 		 Value: 22
Key: 51a 		 Value: 25
Key: 416 		 Value: 38
Key: 306 		 Value: 22
Key: 387 		 Value: 26
Key: 8d0 		 Value: 19
Key: 05d 		 Value: 22
Key: 67f 		 Value: 31
Key: f2a 		 Value: 17
Key: 178 		 Value: 23
Key: 17e 		 Value: 32
Key: 194 		 Value: 37
Key: 0c6 		 Value: 28
Key: d55 		 Value: 28
Key: b1b 		 Value: 32
Key: 00b 		 Value: 18
Key: a16 		 Value: 19
Key: 87a 		 Value: 29
Key: 036 		 Value: 29
Key: d74 		 Value: 27
Key: 40a 		 Value: 27
Key: 403 		 Value: 25
Key: 3de 		 Value: 25
Key: e43 		 Value: 24
Key: 1d8 		 Value: 35
Key: 90f 		 Value: 17
Key: 5da 		 Value: 25
Key: 040 		 Value: 15
Key: 215 		 Value: 25
Key: 341 		 Value: 26
Key: df6 		 Value: 18
Key: f73 		 Value: 26
Key: ff5 		 Value: 21
Key: 0ec 		 Value: 30
Key: 2ea 		 Value: 31
Key: 5cb 		 Value: 25
Key: be1 		 Value: 26
Key: 70b 		 Value: 18
Key: 0fc 		 Value: 16
Key: 4eb 		 Value: 26
Key: b42 		 Value: 27
Key: 741 		 Value: 23
Key: d3a 		 Value: 22
Key: f26 		 Value: 26
Key: ef9 		 Value: 33
Key: 5ae 		 Value: 13
Key: e78 		 Value: 21
Key: 176 		 Value: 20
Key: aca 		 Value: 24
Key: 700 		 Value: 30
Key: a4c 		 Value: 31
Key: 6b0 		 Value: 23
Key: 52a 		 Value: 27
Key: c25 		 Value: 22
Key: d89 		 Value: 24
Key: 254 		 Value: 23
Key: 52c 		 Value: 19
Key: 649 		 Value: 15
Key: 9d2 		 Value: 27
Key: 3dc 		 Value: 26
Key: 064 		 Value: 15
Key: 5bc 		 Value: 36
Key: a78 		 Value: 21
Key: ed9 		 Value: 17
Key: d3c 		 Value: 19
Key: 7c6 		 Value: 17
Key: 953 		 Value: 19
Key: c39 		 Value: 29
Key: 971 		 Value: 19
Key: e6e 		 Value: 27
Key: cf7 		 Value: 31
Key: d61 		 Value: 17
Key: 205 		 Value: 21
Key: 073 		 Value: 22
Key: f17 		 Value: 22
Key: 398 		 Value: 20
Key: 5e5 		 Value: 22
Key: 356 		 Value: 33
Key: 322 		 Value: 29
Key: 855 		 Value: 24
Key: cdc 		 Value: 24
Key: 785 		 Value: 21
Key: 66f 		 Value: 22
Key: cd2 		 Value: 19
Key: dc1 		 Value: 21
Key: 77b 		 Value: 24
Key: 59d 		 Value: 21
Key: 99e 		 Value: 29
Key: c65 		 Value: 27
Key: 4f2 		 Value: 28
Key: dba 		 Value: 31
Key: c4a 		 Value: 29
Key: b24 		 Value: 30
Key: f85 		 Value: 21
Key: 8a5 		 Value: 26
Key: bfd 		 Value: 20
Key: f19 		 Value: 32
Key: 2cc 		 Value: 19
Key: 00d 		 Value: 29
Key: ee3 		 Value: 28
Key: 03b 		 Value: 21
Key: 0ff 		 Value: 16
Key: 3f5 		 Value: 25
Key: d42 		 Value: 27
Key: 107 		 Value: 30
Key: 168 		 Value: 21
Key: 767 		 Value: 29
Key: 740 		 Value: 23
Key: 04b 		 Value: 30
Key: 9ee 		 Value: 24
Key: 090 		 Value: 22
Key: 5f4 		 Value: 23
Key: 78f 		 Value: 25
Key: 1f3 		 Value: 29
Key: ea3 		 Value: 26
Key: 390 		 Value: 22
Key: 15d 		 Value: 23
Key: 678 		 Value: 26
Key: 99b 		 Value: 27
Key: c1a 		 Value: 21
Key: 83a 		 Value: 29
Key: c1b 		 Value: 25
Key: ebb 		 Value: 16
Key: 5fd 		 Value: 26
Key: 102 		 Value: 35
Key: 27c 		 Value: 19
Key: 6d8 		 Value: 24
Key: 977 		 Value: 23
Key: 033 		 Value: 25
Key: 5f7 		 Value: 25
Key: 23b 		 Value: 22
Key: a90 		 Value: 32
Key: fa7 		 Value: 26
Key: 563 		 Value: 28
Key: c73 		 Value: 25
Key: 6ce 		 Value: 32
Key: 177 		 Value: 26
Key: 98d 		 Value: 35
Key: b0c 		 Value: 25
Key: 832 		 Value: 19
Key: 002 		 Value: 23
Key: a5e 		 Value: 25
Key: 6a0 		 Value: 21
Key: ebd 		 Value: 16
Key: dc6 		 Value: 28
Key: 9b1 		 Value: 23
Key: b50 		 Value: 33
Key: f8f 		 Value: 22
Key: cee 		 Value: 21
Key: ee0 		 Value: 29
Key: 6ae 		 Value: 27
Key: e0c 		 Value: 29
Key: 26b 		 Value: 21
Key: 4e0 		 Value: 20
Key: c09 		 Value: 31
Key: 61a 		 Value: 28
Key: 2d8 		 Value: 18
Key: fba 		 Value: 22
Key: ff9 		 Value: 27
Key: cc3 		 Value: 24
Key: cbf 		 Value: 25
Key: a0b 		 Value: 19
Key: 711 		 Value: 34
Key: 817 		 Value: 17
Key: 884 		 Value: 24
Key: ce6 		 Value: 29
Key: 918 		 Value: 26
Key: 173 		 Value: 23
Key: 708 		 Value: 21
Key: b9a 		 Value: 27
Key: 7e1 		 Value: 26
Key: d1d 		 Value: 34
Key: 3d2 		 Value: 20
Key: 973 		 Value: 17
Key: f72 		 Value: 28
Key: b03 		 Value: 24
Key: dab 		 Value: 23
Key: a32 		 Value: 27
Key: b8b 		 Value: 29
Key: 699 		 Value: 26
Key: 7a0 		 Value: 19
Key: f5e 		 Value: 22
Key: 070 		 Value: 33
Key: a79 		 Value: 21
Key: 029 		 Value: 22
Key: 401 		 Value: 26
Key: 1cc 		 Value: 24
Key: d9f 		 Value: 29
Key: 8cc 		 Value: 25
Key: eaa 		 Value: 21
Key: 705 		 Value: 18
Key: 6f4 		 Value: 23
Key: 63a 		 Value: 28
Key: 41b 		 Value: 18
Key: b35 		 Value: 22
Key: 4f1 		 Value: 27
Key: 46f 		 Value: 28
Key: f98 		 Value: 23
Key: 91b 		 Value: 26
Key: b98 		 Value: 20
Key: 1e8 		 Value: 30
Key: e9f 		 Value: 32
Key: ec7 		 Value: 26
Key: 81d 		 Value: 22
Key: af5 		 Value: 29
Key: 141 		 Value: 28
Key: 345 		 Value: 23
Key: 299 		 Value: 21
Key: 98e 		 Value: 25
Key: 314 		 Value: 18
Key: 526 		 Value: 18
Key: 119 		 Value: 30
Key: f59 		 Value: 17
Key: 19c 		 Value: 29
Key: 8f6 		 Value: 18
Key: 666 		 Value: 29
Key: 502 		 Value: 33
Key: 056 		 Value: 30
Key: 374 		 Value: 31
Key: ba8 		 Value: 30
Key: 3b6 		 Value: 16
Key: eb0 		 Value: 26
Key: 8ba 		 Value: 27
Key: f96 		 Value: 31
Key: 118 		 Value: 21
Key: 300 		 Value: 27
Key: 651 		 Value: 24
Key: 816 		 Value: 28
Key: 1b7 		 Value: 19
Key: 731 		 Value: 28
Key: 6c3 		 Value: 29
Key: be6 		 Value: 25
Key: 8ec 		 Value: 24
Key: eed 		 Value: 24
Key: 730 		 Value: 14
Key: bde 		 Value: 19
Key: d6f 		 Value: 33
Key: d77 		 Value: 21
Key: 156 		 Value: 21
Key: 758 		 Value: 24
Key: ec5 		 Value: 25
Key: 8ce 		 Value: 23
Key: 0c2 		 Value: 22
Key: 9a3 		 Value: 19
Key: 8eb 		 Value: 16
Key: eb6 		 Value: 20
Key: 7f4 		 Value: 24
Key: adb 		 Value: 23
Key: 21c 		 Value: 26
Key: 21b 		 Value: 22
Key: 8ea 		 Value: 28
Key: 536 		 Value: 26
Key: 18d 		 Value: 19
Key: ebc 		 Value: 26
Key: a74 		 Value: 23
Key: 768 		 Value: 25
Key: d23 		 Value: 21
Key: ac1 		 Value: 25
Key: c3d 		 Value: 26
Key: 348 		 Value: 32
Key: 4ca 		 Value: 27
Key: 077 		 Value: 29
Key: 6b4 		 Value: 24
Key: c55 		 Value: 24
Key: c1e 		 Value: 28
Key: 2ae 		 Value: 26
Key: 296 		 Value: 20
Key: f24 		 Value: 25
Key: d75 		 Value: 26
Key: 67e 		 Value: 21
Key: c0a 		 Value: 14
Key: 0b1 		 Value: 25
Key: 7ca 		 Value: 22
Key: 3d5 		 Value: 28
Key: 5a0 		 Value: 20
Key: 77a 		 Value: 30
Key: b1e 		 Value: 26
Key: a7a 		 Value: 24
Key: aa3 		 Value: 28
Key: d2a 		 Value: 17
Key: 3b7 		 Value: 28
Key: 5a5 		 Value: 21
Key: 81f 		 Value: 17
Key: 36b 		 Value: 23
Key: 19f 		 Value: 30
Key: 36a 		 Value: 24
Key: 0cf 		 Value: 24
Key: 0b2 		 Value: 23
Key: 3b3 		 Value: 25
Key: 46a 		 Value: 24
Key: 1bc 		 Value: 27
Key: f03 		 Value: 26
Key: d10 		 Value: 21
Key: c6e 		 Value: 21
Key: 647 		 Value: 22
Key: 55c 		 Value: 17
Key: 46c 		 Value: 24
Key: b89 		 Value: 28
Key: c9a 		 Value: 23
Key: 32a 		 Value: 30
Key: 152 		 Value: 18
Key: e54 		 Value: 19
Key: 0ba 		 Value: 20
Key: 0cc 		 Value: 18
Key: d80 		 Value: 30
Key: 887 		 Value: 27
Key: 48c 		 Value: 21
Key: 53f 		 Value: 28
Key: 7e5 		 Value: 25
Key: 393 		 Value: 20
Key: 594 		 Value: 33
Key: 6d4 		 Value: 28
Key: f1b 		 Value: 23
Key: 02c 		 Value: 21
Key: 46b 		 Value: 16
Key: bb9 		 Value: 21
Key: ccd 		 Value: 20
Key: 2bd 		 Value: 29
Key: 402 		 Value: 21
Key: 1b5 		 Value: 21
Key: 775 		 Value: 18
Key: bed 		 Value: 21
Key: 6a4 		 Value: 23
Key: fac 		 Value: 17
Key: 1b3 		 Value: 19
Key: 24c 		 Value: 16
Key: 5b0 		 Value: 31
Key: b22 		 Value: 35
Key: 734 		 Value: 26
Key: bcb 		 Value: 26
Key: 20a 		 Value: 27
Key: c1f 		 Value: 19
Key: 862 		 Value: 24
Key: 47e 		 Value: 31
Key: c8a 		 Value: 26
Key: de0 		 Value: 23
Key: 50b 		 Value: 33
Key: 347 		 Value: 22
Key: 661 		 Value: 24
Key: 32e 		 Value: 28
Key: 328 		 Value: 24
Key: 32b 		 Value: 25
Key: bcc 		 Value: 18
Key: f07 		 Value: 29
Key: e68 		 Value: 28
Key: c3f 		 Value: 20
Key: b43 		 Value: 25
Key: d21 		 Value: 19
Key: a8d 		 Value: 27
Key: a7f 		 Value: 24
Key: b92 		 Value: 30
Key: 4d8 		 Value: 26
Key: e48 		 Value: 24
Key: 07e 		 Value: 29
Key: f60 		 Value: 19
Key: b16 		 Value: 23
Key: d8e 		 Value: 27
Key: 7fa 		 Value: 20
Key: ea0 		 Value: 22
Key: 761 		 Value: 21
Key: 53c 		 Value: 29
Key: 161 		 Value: 21
Key: 92b 		 Value: 17
Key: cfb 		 Value: 26
Key: 289 		 Value: 28
Key: d44 		 Value: 15
Key: f44 		 Value: 23
Key: b41 		 Value: 29
Key: deb 		 Value: 34
Key: 844 		 Value: 29
Key: e27 		 Value: 28
Key: bf3 		 Value: 21
Key: 521 		 Value: 29
Key: 163 		 Value: 23
Key: 350 		 Value: 22
Key: 0a0 		 Value: 23
Key: cde 		 Value: 30
Key: 728 		 Value: 18
Key: 43c 		 Value: 27
Key: 61b 		 Value: 30
Key: cad 		 Value: 11
Key: 3f7 		 Value: 26
Key: 876 		 Value: 26
Key: 88c 		 Value: 24
Key: 695 		 Value: 22
Key: 804 		 Value: 25
Key: 54a 		 Value: 28
Key: 16c 		 Value: 19
Key: 540 		 Value: 21
Key: 291 		 Value: 19
Key: 92e 		 Value: 22
Key: 8cb 		 Value: 30
Key: 40d 		 Value: 24
Key: 27b 		 Value: 28
Key: ad7 		 Value: 21
Key: 82c 		 Value: 34
Key: 420 		 Value: 29
Key: d0f 		 Value: 29
Key: 6e4 		 Value: 20
Key: 749 		 Value: 21
Key: 898 		 Value: 23
Key: 5f6 		 Value: 29
Key: 9a7 		 Value: 21
Key: e96 		 Value: 35
Key: 089 		 Value: 18
Key: 800 		 Value: 25
Key: 601 		 Value: 22
Key: 89d 		 Value: 21
Key: 06e 		 Value: 25
Key: 12c 		 Value: 15
Key: bc2 		 Value: 23
Key: 2f3 		 Value: 24
Key: 9a1 		 Value: 20
Key: 870 		 Value: 23
Key: 4fa 		 Value: 28
Key: 166 		 Value: 28
Key: 600 		 Value: 26
Key: 8ed 		 Value: 23
Key: 1df 		 Value: 22
Key: 472 		 Value: 28
Key: a4d 		 Value: 24
Key: a28 		 Value: 20
Key: 220 		 Value: 30
Key: da0 		 Value: 19
Key: e02 		 Value: 31
Key: 8c5 		 Value: 29
Key: b8f 		 Value: 28
Key: 8b2 		 Value: 22
Key: ee1 		 Value: 20
Key: 1ed 		 Value: 24
Key: 267 		 Value: 17
Key: a6c 		 Value: 32
Key: d34 		 Value: 25
Key: eec 		 Value: 24
Key: 1fe 		 Value: 33
Key: 7b3 		 Value: 21
Key: 181 		 Value: 24
Key: 45c 		 Value: 21
Key: 7d3 		 Value: 29
Key: be3 		 Value: 25
Key: fab 		 Value: 25
Key: 41c 		 Value: 29
Key: 837 		 Value: 21
Key: 442 		 Value: 22
Key: 778 		 Value: 25
Key: 648 		 Value: 25
Key: a60 		 Value: 25
Key: 803 		 Value: 29
Key: ccb 		 Value: 25
Key: 930 		 Value: 26
Key: b3a 		 Value: 26
Key: 880 		 Value: 21
Key: 2d2 		 Value: 19
Key: 6e6 		 Value: 24
Key: cef 		 Value: 25
Key: b13 		 Value: 26
Key: a45 		 Value: 15
Key: 21a 		 Value: 19
Key: ac9 		 Value: 29
Key: 481 		 Value: 24
Key: f5a 		 Value: 16
Key: 5c3 		 Value: 22
Key: 94e 		 Value: 27
Key: 872 		 Value: 32
Key: 95f 		 Value: 29
Key: 2af 		 Value: 30
Key: 9fc 		 Value: 26
Key: df0 		 Value: 22
Key: 0af 		 Value: 26
Key: e2e 		 Value: 19
Key: c7b 		 Value: 18
Key: def 		 Value: 20
Key: ce9 		 Value: 26
Key: 842 		 Value: 21
Key: 704 		 Value: 16
Key: 4cf 		 Value: 23
Key: 19e 		 Value: 24
Key: eb7 		 Value: 27
Key: 6aa 		 Value: 23
Key: 4aa 		 Value: 24
Key: 33b 		 Value: 25
Key: 00a 		 Value: 25
Key: 1f9 		 Value: 24
Key: 258 		 Value: 17
Key: f4a 		 Value: 25
Key: da6 		 Value: 28
Key: d17 		 Value: 21
Key: fa4 		 Value: 26
Key: c78 		 Value: 30
Key: 566 		 Value: 24
Key: aef 		 Value: 31
Key: 7a2 		 Value: 27
Key: 79c 		 Value: 23
Key: df7 		 Value: 25
Key: e7d 		 Value: 17
Key: 8c2 		 Value: 16
Key: 37a 		 Value: 19
Key: 8a3 		 Value: 31
Key: 735 		 Value: 22
Key: 51d 		 Value: 29
Key: de1 		 Value: 22
Key: f3d 		 Value: 22
Key: 10c 		 Value: 21
Key: 45b 		 Value: 27
Key: b81 		 Value: 32
Key: 8fa 		 Value: 22
Key: d59 		 Value: 27
Key: bb3 		 Value: 26
Key: 925 		 Value: 21
Key: 085 		 Value: 28
Key: c94 		 Value: 22
Key: c23 		 Value: 20
Key: f28 		 Value: 21
Key: fc0 		 Value: 24
Key: 25a 		 Value: 28
Key: 610 		 Value: 30
Key: 334 		 Value: 31
Key: 994 		 Value: 38
Key: 000 		 Value: 25
Key: a3a 		 Value: 20
Key: b44 		 Value: 18
Key: a26 		 Value: 29
Key: 858 		 Value: 28
Key: 268 		 Value: 28
Key: 26a 		 Value: 27
Key: ae6 		 Value: 23
Key: f5b 		 Value: 29
Key: 264 		 Value: 19
Key: d5b 		 Value: 24
Key: 117 		 Value: 20
Key: 8fb 		 Value: 26
Key: b69 		 Value: 24
Key: 9ed 		 Value: 17
Key: 3c0 		 Value: 19
Key: 762 		 Value: 26
Key: 947 		 Value: 26
Key: d6e 		 Value: 22
Key: cea 		 Value: 21
Key: 6a5 		 Value: 17
Key: fbe 		 Value: 22
Key: 587 		 Value: 23
Key: 905 		 Value: 18
Key: c4f 		 Value: 23
Key: 392 		 Value: 28
Key: ee8 		 Value: 27
Key: 1bf 		 Value: 23
Key: 104 		 Value: 27
Key: f56 		 Value: 21
Key: 74e 		 Value: 20
Key: 74d 		 Value: 27
Key: fdc 		 Value: 21
Key: 7ff 		 Value: 29
Key: 083 		 Value: 16
Key: 21d 		 Value: 23
Key: 598 		 Value: 22
Key: 63d 		 Value: 26
Key: 02a 		 Value: 25
Key: 4fe 		 Value: 22
Key: 697 		 Value: 18
Key: 989 		 Value: 25
Key: f14 		 Value: 26
Key: c19 		 Value: 30
Key: b78 		 Value: 29
Key: 0f8 		 Value: 24
Key: 439 		 Value: 26
Key: 4a1 		 Value: 35
Key: 729 		 Value: 28
Key: 9e1 		 Value: 19
Key: a44 		 Value: 17
Key: ed6 		 Value: 28
Key: 391 		 Value: 22
Key: 56e 		 Value: 34
Key: fca 		 Value: 23
Key: 835 		 Value: 25
Key: 0dc 		 Value: 24
Key: 1a1 		 Value: 25
Key: d99 		 Value: 26
Key: c81 		 Value: 28
Key: c2f 		 Value: 23
Key: 535 		 Value: 21
Key: ac4 		 Value: 21
Key: 70c 		 Value: 18
Key: b93 		 Value: 19
Key: 1e9 		 Value: 25
Key: c5b 		 Value: 26
Key: 5e0 		 Value: 27
Key: 2a7 		 Value: 22
Key: 769 		 Value: 21
Key: ddb 		 Value: 33
Key: 12d 		 Value: 31
Key: 941 		 Value: 20
Key: 425 		 Value: 18
Key: 57b 		 Value: 33
Key: 467 		 Value: 20
Key: d58 		 Value: 25
Key: 226 		 Value: 25
Key: 1c5 		 Value: 24
Key: 582 		 Value: 22
Key: f1a 		 Value: 30
Key: b31 		 Value: 27
Key: 63f 		 Value: 22
Key: 430 		 Value: 29
Key: 4c4 		 Value: 28
Key: 2a8 		 Value: 33
Key: d4b 		 Value: 15
Key: 8d1 		 Value: 24
Key: 53d 		 Value: 23
Key: 30c 		 Value: 24
Key: a64 		 Value: 29
Key: dc5 		 Value: 21
Key: 944 		 Value: 18
Key: 795 		 Value: 37
Key: 397 		 Value: 20
Key: 60a 		 Value: 14
Key: fed 		 Value: 25
Key: 1a5 		 Value: 27
Key: 6a2 		 Value: 20
Key: 8c9 		 Value: 18
Key: 0e0 		 Value: 19
Key: ed4 		 Value: 33
Key: 7ee 		 Value: 26
Key: 797 		 Value: 26
Key: 683 		 Value: 34
Key: 507 		 Value: 19
Key: 1f8 		 Value: 25
Key: 142 		 Value: 19
Key: afd 		 Value: 18
Key: 00f 		 Value: 25
Key: 88e 		 Value: 33
Key: 542 		 Value: 21
Key: 722 		 Value: 24
Key: 45d 		 Value: 18
Key: 8b3 		 Value: 30
Key: 85f 		 Value: 20
Key: b6a 		 Value: 24
Key: c6c 		 Value: 32
Key: 3af 		 Value: 27
Key: 87c 		 Value: 16
Key: c9d 		 Value: 24
Key: e9e 		 Value: 18
Key: 4a3 		 Value: 26
Key: 3a2 		 Value: 24
Key: d22 		 Value: 21
Key: f1d 		 Value: 28
Key: d86 		 Value: 12
Key: bce 		 Value: 30
Key: bb0 		 Value: 21
Key: 2c7 		 Value: 21
Key: c6f 		 Value: 27
Key: a8b 		 Value: 27
Key: ae0 		 Value: 25
Key: 515 		 Value: 18
Key: 14a 		 Value: 25
Key: 253 		 Value: 31
Key: 7b9 		 Value: 26
Key: 8f7 		 Value: 23
Key: ae7 		 Value: 33
Key: 77c 		 Value: 35
Key: d7c 		 Value: 20
Key: 1e0 		 Value: 22
Key: 255 		 Value: 19
Key: bac 		 Value: 25
Key: 457 		 Value: 24
Key: cc5 		 Value: 23
Key: 6a8 		 Value: 24
Key: 46e 		 Value: 30
Key: b2e 		 Value: 20
Key: e1a 		 Value: 38
Key: 145 		 Value: 31
Key: 1fc 		 Value: 28
Key: 23a 		 Value: 21
Key: fd9 		 Value: 26
Key: eb1 		 Value: 25
Key: fdd 		 Value: 11
Key: 93b 		 Value: 26
Key: 579 		 Value: 34
Key: bb7 		 Value: 22
Key: 75a 		 Value: 29
Key: 737 		 Value: 32
Key: b80 		 Value: 26
Key: c22 		 Value: 18
Key: 352 		 Value: 34
Key: 63b 		 Value: 28
Key: 821 		 Value: 28
Key: f50 		 Value: 19
Key: cd5 		 Value: 17
Key: aaa 		 Value: 21
Key: 75c 		 Value: 19
Key: 629 		 Value: 27
Key: a61 		 Value: 22
Key: 7f7 		 Value: 26
Key: 745 		 Value: 21
Key: ad8 		 Value: 20
Key: 26c 		 Value: 25
Key: 3ed 		 Value: 27
Key: 608 		 Value: 24
Key: 9c8 		 Value: 18
Key: dd5 		 Value: 27
Key: dd4 		 Value: 22
Key: 84b 		 Value: 22
Key: 6e8 		 Value: 30
Key: 15b 		 Value: 15
Key: 4da 		 Value: 18
Key: 850 		 Value: 23
Key: 93a 		 Value: 27
Key: 0cd 		 Value: 28
Key: bf5 		 Value: 22
Key: a9e 		 Value: 24
Key: 570 		 Value: 19
Key: 7a7 		 Value: 28
Key: fae 		 Value: 30
Key: dcd 		 Value: 21
Key: f79 		 Value: 18
Key: ecc 		 Value: 27
Key: 417 		 Value: 31
Key: e7f 		 Value: 27
Key: 7be 		 Value: 26
Key: ce5 		 Value: 18
Key: af1 		 Value: 18
